DATASET_HEATMAP
SEPARATOR,COMMA
DATASET_LABEL,pathways
COLOR,#ff0000
FIELD_LABELS,Cysteine.Biosynthesis,Sulfite.Export,Methanethiol.Degradation,Cysteine.Degradation,Coenzyme.A.Degradation,S.adenosyl.L.homocysteine.degradation,Cysteate.Degradation,DMSP.degradation,Biotin.Degradation,N.acetyltaurine.Transport,Sulfoacetaldehyde.Degradation,Isethionate.Transport,DHPS.Transporter,Methionine.Synthesis,X3.Mercaptopyruvate.Degradation,Glutathione.Synthesis,Glutathione.disulfide.degradation.and.synthesis,Biotin.Transport,Taurine.Degradation,DHPS.Degradation,Methanethiol.Synthesis,Methionine.Degradation,Hypotaurine.Degradation,Taurine.Transport,Methanesulfonate.Degradation,Choline.O.sulfate.Transport,Methionine.Transport,Sulfolactate.degradation,Sulfopyruvate.Degradation,Methionine...N.Acyl.L.homoserine.lactone,SO4thiosulfate.transporter,Dimethylsulfoxide.Degradation,Choline.O.sulfate.Degradation,Dimethylsulfone.Degradation,Glutathione.Transporter,Sulfite.Dehydrogenase
BATS_SAMN07137095_METAG_DFBOAJHC,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137095_METAG_EHLADIOI,1,0,1,1,1,1,1,1,1,0,1,0,0,0.833333333,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.666666667,0,0,0
BATS_SAMN07137095_METAG_FIDBPDOB,1,1,1,1,1,0,1,1,0,0,0,0,0,0.75,0,0,0,0,1,0,0,0.333333333,0,0,1,0,0,0,1,0,0,0,0.333333333,0,0,0
BATS_SAMN07137095_METAG_ODCGBIFA,0.5,1,0,1,0,1,0,1,0,0,1,0,0,0.5,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137096_METAG_CDKGNHGG,0.5,1,0,1,0,1,0,1,1,0,0,0,0,0.333333333,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137096_METAG_CFFCMBMP,0.5,0,0,1,0,0,0,1,1,0,1,0,0,0.75,1,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137096_METAG_DDLPOOEM,0.5,1,0,0,0,1,0,1,1,0,1,0,0,0.75,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137096_METAG_ELCMKIIM,1,1,1,0.5,1,1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137096_METAG_GCLCDGIG,1,1,1,1,1,0,0,1,0,1,0,1,1,0.666666667,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137096_METAG_GOOOMDDD,1,1,1,1,0,1,1,1,1,1,1,0,0,0.666666667,1,0,0,0,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0
BATS_SAMN07137096_METAG_ODEMFOIG,1,1,1,0.5,1,1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137097_METAG_HPCMMKML,1,1,1,1,1,1,1,1,0,0,1,1,1,0.666666667,1,1,0,1,0,1,0,0.333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0
BATS_SAMN07137098_METAG_EFAPGPKJ,1,0,1,1,1,1,1,1,1,0,1,0,0,0.833333333,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.666666667,0,0,0
BATS_SAMN07137098_METAG_FPGMPLOG,0.5,1,0,1,0,1,0,1,1,0,1,0,0,0.75,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137098_METAG_KDEGBFLM,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137098_METAG_KDLBKOGG,1,1,1,1,0,1,0,1,0,0,0,1,1,0.333333333,0,1,1,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137098_METAG_KGKGNECI,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0.5,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137098_METAG_LEHDILHI,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0.5,0,0,1,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137098_METAG_NJOKCKBL,1,1,1,1,1,0,0,0,0,0,1,0,0,0.833333333,0,0.5,0,1,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137098_METAG_OJBLOMEM,0.5,1,0,1,1,1,1,1,1,0,0,1,1,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137098_METAG_OMJMCNAH,1,1,1,1,1,1,1,1,0,0,1,0,0,0.833333333,0,0,0,0,1,0,0,0.666666667,0,0,1,0,0,0,1,0,0,0,0.333333333,0,0,0
BATS_SAMN07137099_METAG_DELGIJPN,1,1,1,0.5,1,1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137099_METAG_FAEABNAM,1,1,1,1,1,1,1,1,0,1,1,0,0,0.5,1,0,0,0,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0
BATS_SAMN07137099_METAG_JIHFNIGF,0.5,1,0,1,0,1,0,1,1,0,1,0,0,0.75,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137099_METAG_KBCHOIPA,0.5,1,0,1,0,1,0,1,1,0,1,0,0,0.5,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137101_METAG_BBEIIPCM,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137101_METAG_GJJNLGPH,1,1,1,1,1,1,1,1,0,0,0,0,0,0.75,0,0,0,0,1,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0
BATS_SAMN07137101_METAG_KGHFBFFI,0.5,1,0,1,1,1,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0.666666667,1,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137101_METAG_NKPGGILM,1,1,1,1,1,0,1,1,1,1,1,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137102_METAG_COMJKHCH,0.5,1,0,1,0,1,0,1,1,0,1,0,0,0.5,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137102_METAG_DBGJNEKK,1,1,1,0.5,1,1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137102_METAG_EPCHDKJO,0.5,0,0,1,0,1,0,1,1,0,1,0,0,0.5,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137102_METAG_GBGGELKH,1,1,1,1,1,1,1,1,0,0,1,0,0,0.833333333,0,0,0,0,1,0,0,0.666666667,0,0,1,0,0,0,1,0,0,0,0.333333333,0,0,0
BATS_SAMN07137102_METAG_JJPKIONE,0.5,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137102_METAG_LKDFGFHA,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0.5,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137102_METAG_NDIIBKGA,0.5,1,0,1,0,1,0,1,1,0,1,0,0,0.5,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137103_METAG_JCMAPCJA,1,1,1,1,1,1,0,1,1,0,1,1,1,0.833333333,0,0.5,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137103_METAG_LMLCFPOM,1,0,1,1,1,1,1,0,0,0,0,1,1,0.833333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137103_METAG_OOJALGJD,1,1,1,1,1,1,0,1,1,1,0,1,1,0.833333333,0,0.5,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137104_METAG_ELCLCELN,1,1,1,1,1,1,1,1,0,1,0,1,1,0.75,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137104_METAG_GICGIOHH,1,1,1,1,1,1,0,0,0,0,1,0,0,0.833333333,0,0.5,0,1,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137104_METAG_GOLPAEAE,0.5,1,0,1,0,1,0,1,1,0,1,0,0,0.75,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137104_METAG_OGPJPDLN,1,1,1,1,1,1,1,1,0,0,1,0,0,0.833333333,0,0,0,0,1,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137105_METAG_ABEAPGME,0.5,1,0,1,0,1,0,1,1,0,1,0,0,0.5,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137105_METAG_EEFGILKD,1,1,1,1,1,1,1,1,1,1,1,0,0,0.666666667,1,0,0,0,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0
BATS_SAMN07137105_METAG_GAFBPDPM,0.5,1,0,1,0,1,0,1,1,0,0,0,0,0.75,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137105_METAG_GLIDHMAO,1,1,1,0.5,1,1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137106_METAG_GAKCPKPJ,1,1,1,0.5,1,1,1,0,0,0,1,0,0,0.5,0,0,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137107_METAG_GMBLNFPL,1,1,1,1,1,1,1,1,0,0,0,0,0,0.833333333,0,0,0,0,1,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0
BATS_SAMN07137107_METAG_JEINGAKI,1,0,1,1,1,0,0,0,0,0,0,0,0,0.333333333,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137107_METAG_JOLJABKG,1,1,1,0.5,1,1,0,0,0,1,0,0,0,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137108_METAG_JJANIGME,0.5,0,0,1,0,1,0,1,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137108_METAG_LBLHBODI,1,1,1,0.5,1,1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137108_METAG_LKCALGPF,0.5,1,0,1,0,0,0,1,1,0,1,0,0,0.333333333,1,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137108_METAG_MNAPCDDA,0.5,1,0,1,0,1,0,1,1,0,1,0,0,0.75,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137108_METAG_ODGGCLKA,1,1,1,1,1,1,1,1,1,1,1,0,0,0.666666667,1,0,0,0,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0
BATS_SAMN07137109_METAG_BNGANIGG,1,1,1,0,1,1,0,1,1,0,0,1,1,0.833333333,0,1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137109_METAG_MKBELGFD,1,0,1,1,1,0,1,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137109_METAG_NJKCJKMO,1,1,1,0.5,1,0,1,1,0,0,1,1,1,0.666666667,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137110_METAG_BBJMEJCO,1,1,1,1,1,1,1,1,0,0,1,0,0,0.833333333,0,0,0,0,1,0,0,0.666666667,0,0,1,0,0,0,1,0,0,0,0.333333333,0,0,0
BATS_SAMN07137110_METAG_CPHMGCEI,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137110_METAG_EFFFKHNM,0.5,1,0,1,0,1,0,1,1,0,0,0,0,0.5,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137111_METAG_NFGPDCAG,1,1,1,0.5,1,1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137112_METAG_BOBCDACC,1,1,1,1,1,0,1,1,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0.333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137112_METAG_CCOLLNJF,1,1,1,1,1,1,0,1,1,0,1,1,1,0.833333333,0,1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137112_METAG_DACJBCCJ,1,0,1,1,1,1,1,0,0,0,1,1,1,0.666666667,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137113_METAG_CLBDPHMP,1,1,1,1,1,0,0,0,0,0,0,0,0,0.833333333,0,0.5,0,1,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137113_METAG_LGPOKNCD,0.5,1,0,1,0,1,0,1,1,0,0,0,0,0.75,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137113_METAG_PCFJMMFL,1,1,1,1,0,1,0,1,0,0,1,0,0,0.666666667,0,0.5,1,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137114_METAG_AICJLGGM,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0.666666667,0,0,0,1,0,0,0,0,0,0,0.666666667,0,0,0
BATS_SAMN07137114_METAG_ANHPGLCB,1,1,1,1,1,1,1,1,1,1,0,1,1,0.666666667,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137114_METAG_HOGAHLFO,1,1,1,1,1,1,0,0,0,0,0,0,0,0.833333333,0,0.5,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137114_METAG_HOHGBNDP,0.5,1,0,1,0,1,1,1,1,1,1,0,0,0.5,1,0,0,1,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0
BATS_SAMN07137114_METAG_IAJLFLPG,1,1,1,1,1,1,1,1,1,1,1,0,0,0.666666667,1,0,0,0,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0
BATS_SAMN07137114_METAG_IHJHNPFN,1,1,1,1,0,1,1,1,0,1,1,0,0,0.666666667,1,0,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
BATS_SAMN07137114_METAG_IHPDCHJA,0.5,0,0,1,0,1,0,1,1,0,1,0,0,0.75,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137114_METAG_KIKBKMNC,0.5,1,0,1,0,1,0,1,0,0,1,0,0,0.75,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137114_METAG_NAKKHEDN,1,1,1,1,1,1,0,1,1,0,0,1,1,0.75,1,0,0,0,1,0,0,0.333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,0
BATS_SAMN07137114_METAG_NELPOKOJ,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0.5,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137114_METAG_OFECHDKK,1,1,0,1,1,0,0,1,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0.333333333,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137114_METAG_OHGGAGKO,1,1,1,0.5,1,1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137115_METAG_FKCHANMI,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137115_METAG_KBKIMBEG,1,1,1,1,1,1,0,1,1,1,0,1,1,0.666666667,0,0.5,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137115_METAG_KMAACGBJ,0.5,0,1,1,1,1,1,0,0,0,0,1,1,0.833333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137115_METAG_LJPOJJIE,1,1,1,1,1,1,1,1,1,0,1,1,1,0.75,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137115_METAG_OEHDFGFM,1,1,1,1,1,1,0,1,1,0,1,1,1,0.75,0,1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137116_METAG_BIHBEDND,1,1,1,1,0,1,1,0,0,0,1,0,0,0.833333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137116_METAG_BNMCMBDJ,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137116_METAG_BOHODIJG,1,1,1,1,1,1,0,1,0,1,0,1,1,0.833333333,0,1,0,0,1,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137116_METAG_HKMJJCKM,1,0,1,1,1,1,1,1,1,1,1,0,0,0.75,0,0,0,0,1,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137116_METAG_HLJBKOAC,1,1,1,1,1,1,1,1,0,0,1,0,0,0.833333333,0,0,0,0,1,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0
BATS_SAMN07137116_METAG_IJCFOOKB,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0.5,1,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137116_METAG_KLFKCPEA,1,1,1,1,1,0,0,1,1,0,1,0,0,0.666666667,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137116_METAG_LJBNJMEK,1,1,1,1,1,0,1,0,0,0,1,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137116_METAG_MANDHBMJ,0.5,1,0,1,0,1,0,1,1,0,1,0,0,0.75,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137116_METAG_NBKFCJPH,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137116_METAG_OMDFKJGI,1,1,1,1,1,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137117_METAG_ABECOBJA,0.666666667,1,0,1,1,0,1,1,1,1,0,1,1,0.333333333,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137117_METAG_CGHCEMAO,1,1,1,0.5,1,1,0,0,0,1,0,0,0,0.333333333,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137117_METAG_DJAMMILK,1,1,1,1,1,1,1,1,1,1,1,0,0,0.666666667,1,0,0,0,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.666666667,0,0,0
BATS_SAMN07137117_METAG_HIBALACO,1,1,0,1,1,1,1,1,1,1,1,0,0,0.666666667,1,0,0,0,0,0,0,0.666666667,0,0,1,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137118_METAG_CBMPIBIJ,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0.333333333,0,0,0,0,0,0,1,0,0,0,0.333333333,0,0,0
BATS_SAMN07137118_METAG_GCDDPGOJ,1,1,1,0.5,0,0,1,1,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137118_METAG_HPJDOJIB,1,1,1,1,1,1,1,0,0,0,0,1,1,0.75,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137118_METAG_IBMKNODB,1,1,1,1,1,0,1,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137118_METAG_JFDKOCDB,1,1,1,1,1,1,0,0,0,0,1,1,1,0.666666667,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137118_METAG_KHCEHCOF,0.5,1,0,1,1,0,0,0,1,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137118_METAG_KJGKHIEB,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0.666666667,0,0,1,0,0,1,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137118_METAG_LEEHDELD,1,1,1,1,1,1,0,1,1,0,1,1,1,0.666666667,0,1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137118_METAG_LJJDBMJI,1,1,1,1,1,1,1,1,0,0,1,1,1,0.666666667,1,1,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
BATS_SAMN07137119_METAG_EMCBAMKL,1,1,1,1,1,1,0,1,1,0,1,0,0,0.833333333,1,0,0,0,1,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
BATS_SAMN07137119_METAG_FDMDFKPG,1,1,1,0,1,1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137119_METAG_GBKLLHJK,1,1,1,1,0,1,1,1,0,1,1,0,0,0.666666667,1,0,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137119_METAG_KMAJOMNB,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0.5,1,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137119_METAG_KNPIPJJP,0.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137119_METAG_OHMIAKLL,1,0,1,1,1,1,1,1,0,0,1,0,0,0.833333333,0,0,0,0,1,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137120_METAG_AAGPIOJD,1,1,1,1,1,1,0,0,0,0,1,0,0,0.833333333,0,0.5,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137120_METAG_AONBANAL,0.5,1,0,1,0,1,0,1,1,0,1,0,0,0.5,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137120_METAG_ENNBOEPB,1,1,1,1,1,1,1,1,1,0,1,0,0,0.75,0,0,0,0,1,0,0,0.666666667,0,0,1,0,0,0,1,0,0,0,0.666666667,0,0,0
BATS_SAMN07137120_METAG_IGNAKKMM,0.5,0,0,0,0,1,0,1,0,0,1,0,0,0.5,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137120_METAG_JAMJNDDO,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137120_METAG_NGPGAKPO,1,0,1,1,1,1,0,1,0,0,0,1,1,0.75,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137120_METAG_PCGKLBKH,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137121_METAG_GALHLPDG,1,1,1,1,0,1,1,1,0,1,1,0,0,0.666666667,1,0,0,1,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0
BATS_SAMN07137121_METAG_KIEFEJAA,1,1,1,1,0,1,0,0,0,0,1,1,1,0.666666667,1,0.5,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137121_METAG_LJEIIKKE,1,1,1,1,1,0,0,0,0,0,0,0,0,0.833333333,0,0.5,0,1,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BATS_SAMN07137121_METAG_MJJLKEAI,0.5,1,0,1,0,1,0,1,1,0,0,0,0,0.75,1,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
