DATASET_HEATMAP
SEPARATOR,COMMA
BGEO_SAMN07136538_METAG_BJMKBGNJ,91.18
BGEO_SAMN07136538_METAG_JODMCEGJ,82.86
BGEO_SAMN07136539_METAG_DGADDLJM,88.72
BGEO_SAMN07136539_METAG_DOCKDDBM,77.01
BGEO_SAMN07136539_METAG_MHANHDKJ,87.72
BGEO_SAMN07136539_METAG_PNLGBCMK,75.56
BGEO_SAMN07136540_METAG_HBEHOFII,87.56
BGEO_SAMN07136540_METAG_KGPLKDJO,75.04
BGEO_SAMN07136540_METAG_LFBJACMN,84.82
BGEO_SAMN07136540_METAG_MMEAADDK,80.5
BGEO_SAMN07136541_METAG_JFJLHLIC,75.22
BGEO_SAMN07136541_METAG_KPGAPLIK,88.36
BGEO_SAMN07136541_METAG_LAICIDPP,85.14
BGEO_SAMN07136541_METAG_OEBANKEJ,84.54
BGEO_SAMN07136546_METAG_BMAPGKKK,85.76
BGEO_SAMN07136546_METAG_FFNCAPFA,85.38
BGEO_SAMN07136546_METAG_MKPOKDAN,79.08
BGEO_SAMN07136547_METAG_KLFOJBFL,76.28
BGEO_SAMN07136547_METAG_NCEJGJDG,85.78
BGEO_SAMN07136548_METAG_FBAFKNHB,82.34
BGEO_SAMN07136548_METAG_IIAHHHLC,87.82
BGEO_SAMN07136548_METAG_OHHICHJC,88.26
BGEO_SAMN07136549_METAG_DMBFOLCO,84.28
BGEO_SAMN07136549_METAG_JJJDMCJF,77.97
BGEO_SAMN07136549_METAG_OJHCOCHK,95.77
BGEO_SAMN07136552_METAG_FLAANCBC,77.36
BGEO_SAMN07136552_METAG_GALLIPDN,88.91
BGEO_SAMN07136552_METAG_MPBLLCLH,99.9
BGEO_SAMN07136553_METAG_CDECBBEB,77.08
BGEO_SAMN07136553_METAG_DIKODMIF,84.27
BGEO_SAMN07136553_METAG_FFFOGHNB,78.88
BGEO_SAMN07136553_METAG_OPJHDJGN,91.29
BGEO_SAMN07136554_METAG_CEFCJINC,84.59
BGEO_SAMN07136554_METAG_DJONFNOL,83.96
BGEO_SAMN07136554_METAG_EMOHIEEH,77.55
BGEO_SAMN07136554_METAG_JACLMMPH,98.58
BGEO_SAMN07136554_METAG_OMGBFEON,76.18
BGEO_SAMN07136554_METAG_PIIAGIIC,77.69
BGEO_SAMN07136555_METAG_AJNGOIDF,82.04
BGEO_SAMN07136555_METAG_CPCDJLNE,82.13
BGEO_SAMN07136555_METAG_IHGCADJK,82.08
BGEO_SAMN07136555_METAG_JONAFMOH,84.78
BGEO_SAMN07136555_METAG_MFFEDPOA,92.56
BGEO_SAMN07136555_METAG_NJLGNIJB,81.56
BGEO_SAMN07136556_METAG_ELEMOIGD,77.23
BGEO_SAMN07136556_METAG_IAIJHEDG,79.24
BGEO_SAMN07136556_METAG_LCIPAIJG,91.71
BGEO_SAMN07136556_METAG_LMBIJLKA,75.34
BGEO_SAMN07136557_METAG_CNPOIGMI,86.78
BGEO_SAMN07136557_METAG_FIGIDDOL,83.36
BGEO_SAMN07136557_METAG_GLFHNAHF,100
BGEO_SAMN07136557_METAG_MAHLLFBB,79.26
BGEO_SAMN07136559_METAG_GENGIDKH,94.45
BGEO_SAMN07136559_METAG_IAHCMMNJ,92.52
BGEO_SAMN07136559_METAG_IAMCJLDG,79.82
BGEO_SAMN07136559_METAG_KJMDBDOO,75.13
BGEO_SAMN07136559_METAG_MECDDJHO,81.67
BGEO_SAMN07136559_METAG_MPEHBMOA,93.69
BGEO_SAMN07136561_METAG_HPOAIBHM,77.14
BGEO_SAMN07136562_METAG_CDGBKGGL,87.7
BGEO_SAMN07136562_METAG_LEGHEPPA,91.02
BGEO_SAMN07136562_METAG_NOICLAED,85.91
BGEO_SAMN07136563_METAG_FPDAHAEA,89.42
BGEO_SAMN07136564_METAG_ALPBBDIM,76.03
BGEO_SAMN07136564_METAG_LAIBDMMC,86.66
BGEO_SAMN07136564_METAG_LMFNPDPE,81.06
BGEO_SAMN07136565_METAG_JJNMFHNF,85.18
BGEO_SAMN07136565_METAG_KFAKCHFN,75.8
BGEO_SAMN07136565_METAG_ONJNCDAO,83.17
BGEO_SAMN07136566_METAG_EELDMMLF,85.07
BGEO_SAMN07136566_METAG_ICKGNEDO,76.81
BGEO_SAMN07136566_METAG_JDMLFELK,81.24
BGEO_SAMN07136567_METAG_KNAIBKAO,89.43
BGEO_SAMN07136568_METAG_LDKKLJDJ,78.55
BGEO_SAMN07136568_METAG_NNECHPFH,75.66
BGEO_SAMN07136568_METAG_NPFKOBAM,84.68
BGEO_SAMN07136569_METAG_AJGEIFJK,78.96
BGEO_SAMN07136569_METAG_BBBGCCOF,80.19
BGEO_SAMN07136569_METAG_MNKLBOMP,75.5
BGEO_SAMN07136570_METAG_GEODPHEK,83.76
BGEO_SAMN07136571_METAG_JDACFJJD,79.67
BGEO_SAMN07136571_METAG_LOILGFJH,83.94
BGEO_SAMN07136571_METAG_ODEHKAKI,91.9
BGEO_SAMN07136572_METAG_BFPLNLJA,77.93
BGEO_SAMN07136572_METAG_EHDKLMEI,87.03
BGEO_SAMN07136572_METAG_HKNKFBHC,91.96
BGEO_SAMN07136572_METAG_LNDELIJF,79.53
BGEO_SAMN07136573_METAG_CPKHCLJC,75.09
BGEO_SAMN07136573_METAG_EFLJDCHF,89.21
BGEO_SAMN07136573_METAG_HAAIBFOD,92.5
BGEO_SAMN07136573_METAG_IDHPFGDD,84.04
BGEO_SAMN07136573_METAG_NCIMDDKK,80.39
BGEO_SAMN07136573_METAG_PFDABIOP,82.93
BGEO_SAMN07136574_METAG_ECHLGHMJ,82.09
BGEO_SAMN07136574_METAG_JMOIKPCA,85.54
BGEO_SAMN07136574_METAG_LCCFLNLP,75.38
BGEO_SAMN07136575_METAG_ABGJHABJ,81.56
BGEO_SAMN07136575_METAG_GKGLEBLN,81.79
BGEO_SAMN07136575_METAG_IBNOAIMH,86.26
BGEO_SAMN07136575_METAG_LLKPKBFO,81.56
BGEO_SAMN07136575_METAG_MPBDAHND,92.24
BGEO_SAMN07136575_METAG_NFICMOKD,76.87
BGEO_SAMN07136575_METAG_PEKHIBNA,88.48
BGEO_SAMN07136579_METAG_LACGLJFO,78.68
BGEO_SAMN07136581_METAG_FEGOGAIH,82.92
BGEO_SAMN07136581_METAG_FOFJEIIN,95.86
BGEO_SAMN07136581_METAG_OJJBIEGE,84.94
BGEO_SAMN07136582_METAG_AFBCFJGA,77.61
BGEO_SAMN07136582_METAG_BIALDHBO,96.15
BGEO_SAMN07136582_METAG_EIKGILFC,94.84
BGEO_SAMN07136582_METAG_FEOMJBJG,83.17
BGEO_SAMN07136582_METAG_IAJBMMPE,77.22
BGEO_SAMN07136583_METAG_ANHLJBJC,79.06
BGEO_SAMN07136583_METAG_BFJHGDCH,80.72
BGEO_SAMN07136583_METAG_BNMPPEBH,79.74
BGEO_SAMN07136583_METAG_DCMIMLAI,84.35
BGEO_SAMN07136583_METAG_KCMJIEDK,78.32
BGEO_SAMN07136583_METAG_KDMAPKLI,81.12
BGEO_SAMN07136583_METAG_MNGGNNHD,75.44
BGEO_SAMN07136583_METAG_OEAOIHAM,83.14
BGEO_SAMN07136584_METAG_HNLCAFCO,92.46
BGEO_SAMN07136584_METAG_IFLIJNLP,83.24
BGEO_SAMN07136584_METAG_KIKHOKPA,84.52
BGEO_SAMN07136584_METAG_PGPBHCDD,80.97
BGEO_SAMN07136584_METAG_PMODENDC,77.06
BGEO_SAMN07136585_METAG_ILNDKNCD,78.88
BGEO_SAMN07136585_METAG_MJHNAHHN,88.54
BGEO_SAMN07136585_METAG_PFNPHDMB,77.54
BGEO_SAMN07136586_METAG_HMMCCFGO,93.58
BGEO_SAMN07136586_METAG_IGBEHAHI,78.96
BGEO_SAMN07136586_METAG_MMKLNMDO,92.66
BGEO_SAMN07136586_METAG_OCNHIPIM,82.01
BGEO_SAMN07136587_METAG_DFBAILDJ,90.26
BGEO_SAMN07136587_METAG_EFMCNCJA,79.68
BGEO_SAMN07136587_METAG_FLCJNIJI,80.5
BGEO_SAMN07136587_METAG_KANONBNN,85.97
BGEO_SAMN07136588_METAG_BNNDBMON,82.04
BGEO_SAMN07136588_METAG_GOILAHME,75.26
BGEO_SAMN07136588_METAG_KKCKALJB,91.29
BGEO_SAMN07136588_METAG_NNEDLIJA,89.5
BGEO_SAMN07136589_METAG_DDMJICEB,96.84
BGEO_SAMN07136589_METAG_DHNOPHIG,84.76
BGEO_SAMN07136589_METAG_EKPIADME,76.33
BGEO_SAMN07136589_METAG_HEFFAJCH,84.4
BGEO_SAMN07136589_METAG_KBLCFCPC,86.68
BGEO_SAMN07136590_METAG_CPBDMDIH,91.7
BGEO_SAMN07136590_METAG_CPPMPEMD,81.58
BGEO_SAMN07136590_METAG_DLMBFNJL,86.52
BGEO_SAMN07136590_METAG_EGEONEPJ,80.16
BGEO_SAMN07136590_METAG_NHPAOMKB,85.87
BGEO_SAMN07136590_METAG_NNADOMAD,99.72
BGEO_SAMN07136590_METAG_OPFIEIKI,84.69
BGEO_SAMN07136591_METAG_JCGMDOGG,78.82
BGEO_SAMN07136591_METAG_KCAAPHKF,75.74
BGEO_SAMN07136591_METAG_LIKLHPEL,77.68
BGEO_SAMN07136592_METAG_GNJGNOJG,77.81
BGEO_SAMN07136594_METAG_HFNELMGE,94.28
BGEO_SAMN07136595_METAG_CNDMMAIL,82.68
BGEO_SAMN07136596_METAG_HNNIFOAP,85.68
BGEO_SAMN07136599_METAG_AHDPCIIG,76.34
BGEO_SAMN07136600_METAG_APGGIEMO,79.97
BGEO_SAMN07136600_METAG_BEIOKMEB,77.91
BGEO_SAMN07136600_METAG_GNCGLELK,75.84
BGEO_SAMN07136601_METAG_CKBPJEDO,81.1
BGEO_SAMN07136601_METAG_DHDKJPDL,75.82
BGEO_SAMN07136601_METAG_FIHDONLE,83.92
BGEO_SAMN07136601_METAG_PLCJIMGL,96.03
BGEO_SAMN07136603_METAG_BAJCEDJG,80.32
BGEO_SAMN07136603_METAG_BPNINCHF,83.78
BGEO_SAMN07136603_METAG_LJJBFDFK,90.18
BGEO_SAMN07136604_METAG_EKCJGCPH,86.18
BGEO_SAMN07136604_METAG_GBJJNOEK,79.66
BGEO_SAMN07136604_METAG_IMGDNPBJ,85.55
BGEO_SAMN07136605_METAG_HEJIKOGC,77.58
BGEO_SAMN07136605_METAG_MFEAAKGE,85.47
BGEO_SAMN07136605_METAG_PKNFKOPI,76.44
BGEO_SAMN07136606_METAG_HAKLAEPD,81.41
BGEO_SAMN07136607_METAG_KDKFLKCE,77.09
BGEO_SAMN07136608_METAG_BCMDIMOP,76.42
BGEO_SAMN07136608_METAG_EBFPMNCO,76.36
BGEO_SAMN07136609_METAG_LCFBOJCA,82.34
BGEO_SAMN07136609_METAG_MNFIJAIL,77.77
BGEO_SAMN07136611_METAG_GMDHEGAI,85.56
BGEO_SAMN07136612_METAG_APOFIMIC,80.14
BGEO_SAMN07136612_METAG_CPLJCFMP,81.28
BGEO_SAMN07136613_METAG_LIIJIBPG,77.28
BGEO_SAMN07136616_METAG_LKFMCAJA,86.36
BGEO_SAMN07136617_METAG_FKHCGNDB,99.07
BGEO_SAMN07136617_METAG_NGMCBEMO,81.28
BGEO_SAMN07136619_METAG_JBNOKPLC,80.62
BGEO_SAMN07136620_METAG_BDBJFFIG,83.14
BGEO_SAMN07136621_METAG_EPGOBPIK,77.49
BGEO_SAMN07136621_METAG_MALGDNDK,90.86
BGEO_SAMN07136622_METAG_AGIDKMLA,80.41
BGEO_SAMN07136622_METAG_AOIIDFIP,89.84
BGEO_SAMN07136622_METAG_CDNDOGHC,81.82
BGEO_SAMN07136622_METAG_DHONDNMK,75.18
BGEO_SAMN07136622_METAG_IDNGFHGP,76.54
BGEO_SAMN07136623_METAG_BHCINANH,79.08
BGEO_SAMN07136623_METAG_DBNBGCAG,75.59
BGEO_SAMN07136623_METAG_GENENANK,76.84
BGEO_SAMN07136624_METAG_AOJNBKIF,75.81
BGEO_SAMN07136624_METAG_EPKKPIIK,84.22
BGEO_SAMN07136624_METAG_LMOIGCAF,76.59
BGEO_SAMN07136624_METAG_NGPCLCGK,82.44
BGEO_SAMN07136625_METAG_KDJFCFIN,89.36
BGEO_SAMN07136625_METAG_NAJIPAEJ,76.04
BGEO_SAMN07136625_METAG_PHJFNIAI,77.92
BGEO_SAMN07136626_METAG_AAIPAPOF,82.38
BGEO_SAMN07136626_METAG_LFBPCBNP,82.44
BGEO_SAMN07136627_METAG_COMDDJHA,80.31
BGEO_SAMN07136627_METAG_EJBILCEO,78.01
BGEO_SAMN07136627_METAG_HNBLMBME,79.03
BGEO_SAMN07136627_METAG_JMFCKIMH,85.92
BGEO_SAMN07136627_METAG_KGIAMPFK,90.88
BGEO_SAMN07136627_METAG_NLLFBLEN,77.48
BGEO_SAMN07136627_METAG_PCANHOHK,78.17
BGEO_SAMN07136628_METAG_AAKBFBAH,77.02
BGEO_SAMN07136628_METAG_JEJHAHFH,81.12
BGEO_SAMN07136629_METAG_PBBMFHKO,80.43
BGEO_SAMN07136630_METAG_OMOMDHGD,90.02
BGEO_SAMN07136630_METAG_OMPNBAOI,83.86
BGEO_SAMN07136631_METAG_KCEPGLOK,86.31
BGEO_SAMN07136632_METAG_BNOBDFOC,77.92
BGEO_SAMN07136632_METAG_BOEFKGNA,76.38
BGEO_SAMN07136632_METAG_ENHPNOPI,79.35
BGEO_SAMN07136632_METAG_JBIKDHJH,83.32
BGEO_SAMN07136632_METAG_NFMHCEGN,89.68
BGEO_SAMN07136632_METAG_OCIPKBPN,86.97
BGEO_SAMN07136633_METAG_MEBLICNP,85.99
BGEO_SAMN07136633_METAG_NKFDIAPJ,78.51
BGEO_SAMN07136634_METAG_CCKGEODA,76
BGEO_SAMN07136634_METAG_FCHMOINK,83.85
BGEO_SAMN07136634_METAG_GCLCOPBH,79.04
BGEO_SAMN07136634_METAG_HEGNOHNH,75.9
BGEO_SAMN07136634_METAG_IDLJJLDG,81.78
BGEO_SAMN07136634_METAG_IHNBHJED,75.01
BGEO_SAMN07136634_METAG_MJFONGBK,76.6
BGEO_SAMN07136634_METAG_NGDLHEAD,91.67
BGEO_SAMN07136634_METAG_OHOBLBMK,95.56
BGEO_SAMN07136635_METAG_AFFACDGA,80.35
BGEO_SAMN07136635_METAG_HNMKEJEK,78.85
BGEO_SAMN07136635_METAG_IENODLDK,75
BGEO_SAMN07136635_METAG_IFKCFOMN,75.71
BGEO_SAMN07136635_METAG_JDGKMBIC,82.28
BGEO_SAMN07136635_METAG_JIGNDDID,88.09
BGEO_SAMN07136635_METAG_LECPKGOI,81.05
BGEO_SAMN07136635_METAG_MJJEJKDB,78.61
BGEO_SAMN07136635_METAG_MJOJMAJN,78.47
BGEO_SAMN07136635_METAG_MKEMHGCK,100
BGEO_SAMN07136635_METAG_NIFFLFCE,78.31
BGEO_SAMN07136635_METAG_NPBPCJHB,84.6
BGEO_SAMN07136635_METAG_NPHFMFKM,85.33
BGEO_SAMN07136635_METAG_POIOBJEL,88.9
BGEO_SAMN07136635_METAG_PPOPELEG,87.57
BGEO_SAMN07136636_METAG_ENFKOOKJ,79.92
BGEO_SAMN07136636_METAG_FOOCJMBC,87.56
BGEO_SAMN07136636_METAG_HIFFFMLD,75.5
BGEO_SAMN07136636_METAG_ICBELLOA,75.66
BGEO_SAMN07136636_METAG_JMNIAJKO,85.46
BGEO_SAMN07136636_METAG_KJLKLMHG,96
BGEO_SAMN07136636_METAG_LMDMGPDF,79.2
BGEO_SAMN07136637_METAG_BCEFFIAH,75.04
BGEO_SAMN07136637_METAG_BIBIALJO,83.76
BGEO_SAMN07136637_METAG_DDPBIMAH,79.35
BGEO_SAMN07136637_METAG_DFMFBHGA,84.5
BGEO_SAMN07136637_METAG_HEFBMBHM,76.19
BGEO_SAMN07136637_METAG_HEKJDKOL,93.18
BGEO_SAMN07136637_METAG_IJIMNBGO,91.51
BGEO_SAMN07136637_METAG_JDAALHFE,89.05
BGEO_SAMN07136637_METAG_LAMKJKFB,78.64
BGEO_SAMN07136637_METAG_MHLJLJPF,75.59
BGEO_SAMN07136637_METAG_OCMOFIBF,92.38
BGEO_SAMN07136637_METAG_OKEIAKBA,82.36
BGEO_SAMN07136637_METAG_PNJEJKEL,84.56
BGEO_SAMN07136638_METAG_AIJNCJDL,79.03
BGEO_SAMN07136638_METAG_BAPCONDD,75.52
BGEO_SAMN07136638_METAG_BCFIJBPD,79.38
BGEO_SAMN07136638_METAG_CCCPGHEE,90.06
BGEO_SAMN07136638_METAG_DAEBLNNC,76.79
BGEO_SAMN07136638_METAG_DGPHMCDG,83.52
BGEO_SAMN07136638_METAG_DHFJAKOF,83.73
BGEO_SAMN07136638_METAG_FCEJGPPB,79.34
BGEO_SAMN07136638_METAG_GBBFKJOE,81.29
BGEO_SAMN07136638_METAG_GEEMPNAG,78.82
BGEO_SAMN07136638_METAG_INAFJMMI,76.74
BGEO_SAMN07136638_METAG_LFKOEJPC,83.92
BGEO_SAMN07136638_METAG_NAEOBIJO,82.42
BGEO_SAMN07136638_METAG_NGAAGDOB,76.56
BGEO_SAMN07136638_METAG_OBPDGCEP,78.72
BGEO_SAMN07136638_METAG_OGLDHMGM,90.98
BGEO_SAMN07136638_METAG_OGPPIPDF,86
BGEO_SAMN07136638_METAG_ONFPDEBI,88.53
BGEO_SAMN07136638_METAG_PDOFCFGC,92.04
BGEO_SAMN07136639_METAG_AAMPBDIF,80.44
BGEO_SAMN07136639_METAG_CAEGINHC,92.23
BGEO_SAMN07136639_METAG_FFNNHBNF,91.67
BGEO_SAMN07136640_METAG_IFGOEACE,95.29
BGEO_SAMN07136640_METAG_MBIDKECN,86.46
BGEO_SAMN07136641_METAG_FKPOKBAH,84.01
BGEO_SAMN07136643_METAG_DDMCANDG,93.78
BGEO_SAMN07136643_METAG_GFJCAPGJ,84.98
BGEO_SAMN07136643_METAG_HNLCPBHG,76.64
BGEO_SAMN07136644_METAG_GFNHGENK,80.41
BGEO_SAMN07136645_METAG_OGCBMEIL,76.62
BGEO_SAMN07136646_METAG_MFNPHCFF,89.5
BGEO_SAMN07136647_METAG_BDNKBMCJ,86.18
BGEO_SAMN07136647_METAG_KBGGCOME,75.78
BGEO_SAMN07136647_METAG_NLCGAOOA,81.46
BGEO_SAMN07136648_METAG_FADCONAK,85.84
BGEO_SAMN07136648_METAG_OEGLCBEA,77.81
BGEO_SAMN07136649_METAG_DJHHIBJB,90.56
BGEO_SAMN07136649_METAG_EFMHCDGM,82.61
BGEO_SAMN07136649_METAG_HDNKCCHB,87.94
BGEO_SAMN07136651_METAG_BFANECIG,84.74
BGEO_SAMN07136651_METAG_JBBHFFAB,84.51
BGEO_SAMN07136651_METAG_OHELDAKD,77.59
BGEO_SAMN07136653_METAG_PKMAIGFI,85.38
BGEO_SAMN07136654_METAG_LHJBCMGE,92.06
BGEO_SAMN07136657_METAG_ABJNJICJ,91.18
BGEO_SAMN07136657_METAG_AHEGFNJF,75.16
BGEO_SAMN07136657_METAG_GEPLADJH,82.28
BGEO_SAMN07136657_METAG_KNGJFNLH,86.82
BGEO_SAMN07136657_METAG_PAGDPLMI,85.92
BGEO_SAMN07136657_METAG_PMLFPDCC,92.72
BGEO_SAMN07136658_METAG_GEDKDMDG,77.86
BGEO_SAMN07136658_METAG_LFJIAKLF,84.02
BGEO_SAMN07136659_METAG_ELINKKFK,79.76
BGEO_SAMN07136660_METAG_AHHBKAAC,88.94
BGEO_SAMN07136660_METAG_EMJPCKFI,84.44
BGEO_SAMN07136660_METAG_EPOAIPOL,91.73
BGEO_SAMN07136660_METAG_NPHOGPEI,78.4
BGEO_SAMN07136661_METAG_GHNBPOAO,77.68
BGEO_SAMN07136662_METAG_HDCEJKAO,88.22
BGEO_SAMN07136662_METAG_KLPGOHHE,75.12
BGEO_SAMN07136662_METAG_OBICLMLO,78.02
BGEO_SAMN07136663_METAG_FFBGAMKH,78.04
BGEO_SAMN07136663_METAG_GIMOKDFP,93.68
BGEO_SAMN07136664_METAG_OOKGIIID,87.65
BGEO_SAMN07136665_METAG_CPJNGPEN,75.59
BGEO_SAMN07136672_METAG_GJGBCPKF,78.12
BGEO_SAMN07136674_METAG_HAMLKJIF,91.97
BGEO_SAMN07136676_METAG_DJMEJBCN,84.62
BGEO_SAMN07136678_METAG_AJMEEOBJ,92.76
BGEO_SAMN07136678_METAG_BEHODMKE,91.52
BGEO_SAMN07136678_METAG_LJLEJDCN,76.12
BGEO_SAMN07136678_METAG_MDEJHEOL,87.36
BGEO_SAMN07136678_METAG_OAKLHCBF,75.06
BGEO_SAMN07136678_METAG_OLKDKPNE,76.81
BGEO_SAMN07136679_METAG_AECKPPGA,86.42
BGEO_SAMN07136679_METAG_AGJMKJJM,78.97
BGEO_SAMN07136679_METAG_BINGAJBG,84.7
BGEO_SAMN07136679_METAG_FCJFEFNA,82.13
BGEO_SAMN07136679_METAG_HBLGIPON,89.94
BGEO_SAMN07136679_METAG_IKEMGPEC,86.65
BGEO_SAMN07136679_METAG_JAMCLPFI,91.59
BGEO_SAMN07136680_METAG_BDKAJFIA,98.9
BGEO_SAMN07136680_METAG_BJMMEGHE,75.92
BGEO_SAMN07136680_METAG_ECCKOAAH,95.82
BGEO_SAMN07136680_METAG_NINBMCNL,78.81
BGEO_SAMN07136680_METAG_PGJCMBPP,76.72
BGEO_SAMN07136681_METAG_CCFDMHKL,81.64
BGEO_SAMN07136681_METAG_DEHOPPMA,96.15
BGEO_SAMN07136681_METAG_ECIICGJN,78.82
BGEO_SAMN07136681_METAG_EMPJKMPE,92.1
BGEO_SAMN07136681_METAG_IEGHCJCC,87.36
BGEO_SAMN07136681_METAG_KCLMLEAJ,83.76
BGEO_SAMN07136681_METAG_LNKEEDNE,82.9
BGEO_SAMN07136681_METAG_LOCPNJEH,89.93
BGEO_SAMN07136681_METAG_PGBICIFE,87.56
BGEO_SAMN07136681_METAG_PKLJAHED,78.24
BGEO_SAMN07136681_METAG_PMOHADDI,89.96
BGEO_SAMN07136682_METAG_CAJADBGB,80.38
BGEO_SAMN07136682_METAG_EEPGMOIJ,93.53
BGEO_SAMN07136682_METAG_KOCHKHCC,94.96
BGEO_SAMN07136682_METAG_NKCGBJCC,88.26
BGEO_SAMN07136682_METAG_PLKMPNLO,77.83
BGEO_SAMN07136682_METAG_PPBBMFML,83.74
BGEO_SAMN07136683_METAG_JFNFMJGA,77.1
BGEO_SAMN07136683_METAG_LABOBFKN,84.09
BGEO_SAMN07136683_METAG_LLHCJKCL,82.86
BGEO_SAMN07136684_METAG_EFAEIBJD,86.56
BGEO_SAMN07136684_METAG_JMKLPPNG,78.13
BGEO_SAMN07136686_METAG_EFNDIPCC,78.7
BGEO_SAMN07136686_METAG_LIIGEFLI,85.78
BGEO_SAMN07136686_METAG_OCLDLMAM,81.3
BGEO_SAMN07136687_METAG_CCMNCBBB,75.71
BGEO_SAMN07136687_METAG_HGPPKMNF,80.73
BGEO_SAMN07136688_METAG_CGFHFJEM,77.98
BGEO_SAMN07136688_METAG_NGPNAMCD,81.61
BGEO_SAMN07136688_METAG_OJFBBEOC,77.2
BGEO_SAMN07136688_METAG_OPKBKGIA,82.28
BGEO_SAMN07136689_METAG_GKIAHPDM,81
BGEO_SAMN07136689_METAG_ILHNONHB,81.72
BGEO_SAMN07136689_METAG_KJMIPNPG,85.54
BGEO_SAMN07136691_METAG_DFGHEGEN,75.12
BGEO_SAMN07136691_METAG_IHPDOHPD,80.04
BGEO_SAMN07136691_METAG_JKICOAKF,86.04
BGEO_SAMN07136692_METAG_LDNFFNIJ,88.58
BGEO_SAMN07136693_METAG_IMGDEHLC,89.76
BGEO_SAMN07136693_METAG_NGOCLJOE,75.94
BGEO_SAMN07136695_METAG_JOOOCOGO,85.46
BGEO_SAMN07136696_METAG_MLGHLEEL,86.24
BGEO_SAMN07136697_METAG_ABFDCNOP,84.02
BGEO_SAMN07136697_METAG_HLIPKOOK,86.56
BGEO_SAMN07136697_METAG_IHOPOPGN,91.46
BGEO_SAMN07136698_METAG_IBPLOKGJ,90.3
BGEO_SAMN07136698_METAG_OEGNKJEF,84.87
BGEO_SAMN07136699_METAG_BFIOOAHL,76.51
BGEO_SAMN07136699_METAG_IBIIAOCB,77.27
BGEO_SAMN07136701_METAG_CIDLMKCD,79.18
BGEO_SAMN07136704_METAG_GJKGMHMF,79.44
BGEO_SAMN07136705_METAG_ENDJLAMA,93.62
BGEO_SAMN07136705_METAG_FOAKOCHN,77.24
BGEO_SAMN07136705_METAG_KHAJMGAN,77.06
BGEO_SAMN07136706_METAG_CMFOPOJG,89.68
BGEO_SAMN07136706_METAG_KAHHFHJB,75.22
BGEO_SAMN07136707_METAG_AMDAFBKB,79.6
BGEO_SAMN07136707_METAG_BDGJKNGO,89.46
BGEO_SAMN07136707_METAG_CAMEOLFF,78.34
BGEO_SAMN07136707_METAG_GABPOPKG,80.93
BGEO_SAMN07136707_METAG_GCDCBBHG,83.1
BGEO_SAMN07136707_METAG_JMIAAANL,90.19
BGEO_SAMN07136707_METAG_ODHOEHNG,82.56
BGEO_SAMN07136707_METAG_PFNOCLGB,93.26
BGEO_SAMN07136708_METAG_AEHEJNJM,77.61
BGEO_SAMN07136708_METAG_CBPOOHNB,80.72
BGEO_SAMN07136708_METAG_DMKFOBIP,92.29
BGEO_SAMN07136708_METAG_ILOEEALM,99.83
BGEO_SAMN07136708_METAG_JGHHNJEM,91.84
BGEO_SAMN07136708_METAG_KAJBENCP,80.49
BGEO_SAMN07136708_METAG_KCBDMGHA,84.48
BGEO_SAMN07136708_METAG_MHPDDJBJ,83.64
BGEO_SAMN07136708_METAG_NLOEKJNE,78.94
BGEO_SAMN07136709_METAG_CNJCNMFE,94.74
BGEO_SAMN07136709_METAG_DHKNKGNI,79.66
BGEO_SAMN07136709_METAG_EBPKKCCC,75.56
BGEO_SAMN07136709_METAG_EEKAFEOM,98.86
BGEO_SAMN07136709_METAG_EHMLMOOH,89.5
BGEO_SAMN07136709_METAG_KJADLHBL,99.72
BGEO_SAMN07136710_METAG_AFAMJGBL,80.96
BGEO_SAMN07136710_METAG_ANLKCNPO,96.62
BGEO_SAMN07136710_METAG_BEJKEPKM,99.63
BGEO_SAMN07136710_METAG_IMMBNPOM,100
BGEO_SAMN07136710_METAG_NFNKEFAD,100
BGEO_SAMN07136710_METAG_NKECFIDH,92.19
BGEO_SAMN07136710_METAG_NPCAEFJN,82.48
BGEO_SAMN07136711_METAG_EOPKMDLC,79.93
BGEO_SAMN07136711_METAG_FIMGHCMK,97.62
BGEO_SAMN07136711_METAG_GGPCBDOH,80.09
BGEO_SAMN07136711_METAG_HLHJIJHL,95.86
BGEO_SAMN07136711_METAG_IIKNMEGA,96.17
BGEO_SAMN07136711_METAG_KCMJJFAO,82.92
BGEO_SAMN07136711_METAG_NFPJHHCA,92.27
BGEO_SAMN07136711_METAG_NHALNJBN,97.99
BGEO_SAMN07136711_METAG_NMFCHJPB,82.05
BGEO_SAMN07136712_METAG_CAEKBGIO,77.64
BGEO_SAMN07136713_METAG_DLPEAFAF,81.58
BGEO_SAMN07136714_METAG_NJACHJCB,79.06
BGEO_SAMN07136715_METAG_AMLDCDLA,78.82
BGEO_SAMN07136715_METAG_GFAMJHFB,80.43
BGEO_SAMN07136715_METAG_IGIGNBCM,99.54
BGEO_SAMN07136715_METAG_INMNMNFJ,82.5
BGEO_SAMN07136715_METAG_KOEDIAMF,94.88
BGEO_SAMN07136716_METAG_NAEABDFI,81.98
BGEO_SAMN07136717_METAG_KKACABHB,83.18
BGEO_SAMN07136718_METAG_ALOOJGEA,86.98
BGEO_SAMN07136718_METAG_FMLMDJCG,85.72
BGEO_SAMN07136718_METAG_GOIGCPDN,99.5
