"","Genome","Cysteine.Biosynthesis","SO4thiosulfate.transporter","Methionine.Synthesis","Methionine.Transport","Cysteine.Degradation","Methionine.Degradation","Methionine.Salvage.Part.1","Methionine.Salvage.Part.2","Methionine.Salvage.Fusion.Enzyme","Methionine.Salvage.Anaerobic.Isoprenoid.Shunt","Methionine.Salvage.Anaerobic.Degradation.of.MTRu1P","Methionine...N.Acyl.L.homoserine.lactone","Glutathione.Synthesis","Glutathione.Transporter","DHPS.Transporter","DHPS.Degradation","DMSP.degradation","Taurine.Transport","Taurine.Degradation","Hypotaurine.Degradation","Isethionate.Transport","N.acetyltaurine.Transport","DOS.Misc.Degradation.2","DOS.Misc.Degradation.3","DOS.Misc.Degradation.4","Choline.O.sulfate.Degradation","Choline.O.sulfate.Transport","Cysteate.Degradation","Biotin.Transport","Biotin.Degradation","Coenzyme.A.Degradation","Methanethiol.Degradation","Methanethiol.Synthesis","X3.Mercaptopyruvate.Degradation","Glutathione.disulfide.degradation.and.synthesis","Dimethylsulfoxide.Degradation","Dimethylsulfone.Degradation","Methanesulfonate.Degradation","Sulfolactate.degradation","Sulfopyruvate.Degradation","Sulfoacetaldehyde.Degradation","S.adenosyl.L.homocysteine.degradation"
"MARD_SAMN09041732_REFG_MMP09041732","MARD_SAMN09041732_REFG_MMP09041732",1,0,1,1,1,0.666666666666667,1,1,0.5,0.666666666666667,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0.333333333333333,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
"MARD_SAMN08979296_REFG_MMP08979296","MARD_SAMN08979296_REFG_MMP08979296",1,0,1,1,1,1,0.6,0.2,0,0.333333333333333,1,0,0.5,1,0,0,1,0,0,0,0,1,1,0,1,0.666666666666667,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1
"MARD_SAMN08979297_REFG_MMP08979297","MARD_SAMN08979297_REFG_MMP08979297",1,0,1,1,1,1,0.6,0.2,0,0.333333333333333,1,0,0.5,1,0,0,1,0,0,0,0,1,1,0,1,0.666666666666667,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1
"MARD_SAMN09389114_REFG_MMP09389114","MARD_SAMN09389114_REFG_MMP09389114",1,0,1,1,1,0.333333333333333,1,1,0.5,0.666666666666667,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0.333333333333333,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
"MARD_SAMN04488031_REFG_MMP04488031","MARD_SAMN04488031_REFG_MMP04488031",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1
"MARD_SAMN02470762_REFG_MMP02470762","MARD_SAMN02470762_REFG_MMP02470762",1,1,1,0,1,0.333333333333333,1,0.75,0,0.333333333333333,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0.666666666666667,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0
"TARA_SAMEA2622843_METAG_HAMAJGDK","TARA_SAMEA2622843_METAG_HAMAJGDK",1,0,1,0,1,1,1,0.75,0,0.333333333333333,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0.333333333333333,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1
"TARA_SAMEA2622710_METAG_DGMLDIHH","TARA_SAMEA2622710_METAG_DGMLDIHH",1,0,1,0,1,1,1,0.75,0,0.333333333333333,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0.333333333333333,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1
"TARA_SAMEA2622119_METAG_PIMPAEMO","TARA_SAMEA2622119_METAG_PIMPAEMO",1,0,1,0,1,1,1,0.75,0,0.333333333333333,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0.333333333333333,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1
"TARA_SAMEA2623756_METAG_CHDMOBPJ","TARA_SAMEA2623756_METAG_CHDMOBPJ",1,0,1,0,1,1,1,0.6,0,0.333333333333333,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0.333333333333333,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1
"TARA_SAMEA2622901_METAG_ONLLOMFJ","TARA_SAMEA2622901_METAG_ONLLOMFJ",1,0,1,0,1,1,1,0.75,0,0.333333333333333,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1
"TARA_SAMEA2623350_METAG_DDHLMPBK","TARA_SAMEA2623350_METAG_DDHLMPBK",1,0,1,0,1,1,1,0.75,0,0.333333333333333,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1
"MALA_SAMN05422160_METAG_ANLEPEDM","MALA_SAMN05422160_METAG_ANLEPEDM",1,1,1,0,1,0.333333333333333,0.2,0,0,0.333333333333333,0,0,0.5,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"TARA_SAMN05326644_METAG_PON00013","TARA_SAMN05326644_METAG_PON00013",1,0,1,0,1,1,1,0.75,0,0.333333333333333,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1
"TARA_SAMN05326641_METAG_ANW00006","TARA_SAMN05326641_METAG_ANW00006",1,0,1,0,1,1,1,0.6,0,0.333333333333333,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0.333333333333333,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1
"MARD_SAMN09245787_REFG_MMP09245787","MARD_SAMN09245787_REFG_MMP09245787",1,0,1,1,1,1,0.6,0,0,0.666666666666667,1,0,0.5,0,0,0,1,0,1,1,0,1,1,0,1,0.333333333333333,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1
"MARD_SAMEA18850168_REFG_MMP18850168","MARD_SAMEA18850168_REFG_MMP18850168",1,0,1,1,1,1,0.4,0.2,0,0.666666666666667,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0.666666666666667,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1
"MARD_SAMN05408344_REFG_MMP05408344","MARD_SAMN05408344_REFG_MMP05408344",1,0,1,0,1,0.333333333333333,1,0.75,0,0.333333333333333,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0.666666666666667,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0
"MARD_SAMN02261354_REFG_MMP02261354","MARD_SAMN02261354_REFG_MMP02261354",1,0,1,0,1,1,0.6,0.2,0,0.333333333333333,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1
"MARD_SAMN10231957_REFG_MMP10231957","MARD_SAMN10231957_REFG_MMP10231957",1,0,1,0,1,1,0.6,0,0,0.666666666666667,1,0,0.5,0,0,0,1,1,1,1,0,1,1,0,1,0.666666666666667,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1
"MARD_SAMN05728473_REFG_MMP05728473","MARD_SAMN05728473_REFG_MMP05728473",1,0,1,1,1,1,0.666666666666667,0.2,0,0.666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
"MARD_SAMN05687755_REFG_MMP05687755","MARD_SAMN05687755_REFG_MMP05687755",1,0,1,0,1,0.666666666666667,1,0.75,0,0.666666666666667,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.666666666666667,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0
"TARA_SAMEA4397666_METAG_KIBCBFEH","TARA_SAMEA4397666_METAG_KIBCBFEH",1,1,1,1,1,1,0.8,0.6,0.5,0.333333333333333,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1
"TARA_SAMEA2622765_METAG_MAMIPFJC","TARA_SAMEA2622765_METAG_MAMIPFJC",1,0,1,0,1,1,1,0.75,0,0.333333333333333,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0.333333333333333,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1
"TARA_SAMEA2622716_METAG_HLCJJFFL","TARA_SAMEA2622716_METAG_HLCJJFFL",1,0,1,0,1,1,1,0.75,0,0.333333333333333,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0.333333333333333,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1
"TARA_SAMEA2622823_METAG_INOAMIGG","TARA_SAMEA2622823_METAG_INOAMIGG",1,0,1,0,1,1,1,0.75,0,0.333333333333333,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0.333333333333333,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1
"MALA_SAMN05422170_METAG_EDLGNPJL","MALA_SAMN05422170_METAG_EDLGNPJL",1,1,1,0,1,0.666666666666667,0.4,0.2,0,0.333333333333333,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"TARA_SAMN05326646_METAG_PSW00017","TARA_SAMN05326646_METAG_PSW00017",1,0,1,1,1,1,0.4,0.2,0,0.333333333333333,0,0,0.5,1,1,0,1,0,1,1,1,1,1,0,1,0.333333333333333,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1
"MARD_SAMN05284051_REFG_MMP05284051","MARD_SAMN05284051_REFG_MMP05284051",1,0,1,1,1,1,1,0.2,0,0.666666666666667,1,0,0.5,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1
"MARD_SAMN08886634_SAGS_MMP08886634","MARD_SAMN08886634_SAGS_MMP08886634",1,0,1,0,1,1,1,0.4,0,0.666666666666667,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
"MARD_SAMD00000429_REFG_MMP00000429","MARD_SAMD00000429_REFG_MMP00000429",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1
"MARD_SAMEA3146324_REFG_MMP3146324","MARD_SAMEA3146324_REFG_MMP3146324",1,0,1,0,1,0.666666666666667,0.4,0.2,0,0.333333333333333,0,0,0.5,0,1,0,1,0,0,0,1,1,1,0,1,0.333333333333333,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1
"MARD_SAMN02261244_REFG_MMP02261244","MARD_SAMN02261244_REFG_MMP02261244",1,1,1,0,1,1,1,0.75,0,0.333333333333333,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1
"MARD_SAMN02441415_REFG_MMP02441415","MARD_SAMN02441415_REFG_MMP02441415",1,0,1,0,1,1,0.6,0.2,0,0.333333333333333,0,0,0.5,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1
"MARD_SAMN09920664_REFG_MMP09920664","MARD_SAMN09920664_REFG_MMP09920664",1,1,1,1,1,0.333333333333333,1,1,0.5,0.666666666666667,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0
"MARD_SAMN08979298_REFG_MMP08979298","MARD_SAMN08979298_REFG_MMP08979298",1,0,1,1,1,0.666666666666667,0.4,0.2,0,0.333333333333333,1,0,0.5,1,0,0,1,0,0,0,0,1,1,0,1,0.666666666666667,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1
"TARA_SAMEA4398387_METAG_JJNBKCLE","TARA_SAMEA4398387_METAG_JJNBKCLE",1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0.333333333333333,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1
"TARA_SAMEA4398360_METAG_PDKANFIF","TARA_SAMEA4398360_METAG_PDKANFIF",1,0,1,0,1,1,0.4,0.6,0,0.333333333333333,1,0,0.5,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
"TARA_SAMEA2623116_METAG_MLHPBBMM","TARA_SAMEA2623116_METAG_MLHPBBMM",1,0,1,0,1,1,1,0.4,0,0.666666666666667,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
"TARA_SAMEA2622766_METAG_KENIBHCH","TARA_SAMEA2622766_METAG_KENIBHCH",1,0,1,0,1,1,1,0.75,0,0.333333333333333,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0.333333333333333,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1
"MALA_SAMN05422140_METAG_DMBKAHMH","MALA_SAMN05422140_METAG_DMBKAHMH",1,0,1,1,1,1,0.4,0.2,0,0.333333333333333,0,0,0.5,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1
"TARA_SAMN05326645_METAG_PSE00039","TARA_SAMN05326645_METAG_PSE00039",1,0,1,0,1,1,1,0.6,0,0.333333333333333,0,0,0.5,0,1,0,1,0,0,1,1,1,1,0,1,0.333333333333333,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1
"MARD_SAMN06140193_REFG_MMP06140193","MARD_SAMN06140193_REFG_MMP06140193",1,1,1,1,1,1,0.6,0.6,0.5,0.333333333333333,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1
"MARD_SAMEA3872802_REFG_MMP3872802","MARD_SAMEA3872802_REFG_MMP3872802",1,0,1,1,1,0.333333333333333,0.4,0.6,0.5,0.666666666666667,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0.666666666666667,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0
"MARD_SAMN02261341_REFG_MMP02261341","MARD_SAMN02261341_REFG_MMP02261341",1,1,1,0,1,1,0.6,0.75,0,0.666666666666667,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0.333333333333333,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1
"MARD_SAMN02436091_REFG_MMP02436091","MARD_SAMN02436091_REFG_MMP02436091",1,1,1,0,1,1,0.6,0.4,0,0.666666666666667,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1
"MARD_SAMN02436130_REFG_MMP02436130","MARD_SAMN02436130_REFG_MMP02436130",1,0,1,0,1,1,0.8,0.2,0,0.666666666666667,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0.333333333333333,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1
"MARD_SAMN02436164_REFG_MMP02436164","MARD_SAMN02436164_REFG_MMP02436164",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1
"MARD_SAMN08918410_REFG_MMP08918410","MARD_SAMN08918410_REFG_MMP08918410",1,0,1,0,1,1,0.4,0.2,0,0.666666666666667,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
"MARD_SAMEA4707923_REFG_MMP4707923","MARD_SAMEA4707923_REFG_MMP4707923",1,0,1,0,1,1,1,0.75,0,0.666666666666667,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"MARD_SAMD00053328_REFG_MMP00053328","MARD_SAMD00053328_REFG_MMP00053328",1,1,1,1,1,1,1,1,0.5,0.666666666666667,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
"MARD_SAMD00053329_REFG_MMP00053329","MARD_SAMD00053329_REFG_MMP00053329",1,0,1,1,1,0.333333333333333,1,1,0.5,0.666666666666667,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0.333333333333333,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0
"MARD_SAMN05216207_REFG_MMP05216207","MARD_SAMN05216207_REFG_MMP05216207",1,0,1,0,1,1,1,0.4,0,1,1,0,0.5,1,1,0,1,1,1,1,1,1,1,0,1,0.666666666666667,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1
"MARD_SAMEA3872803_REFG_MMP3872803","MARD_SAMEA3872803_REFG_MMP3872803",1,0,1,1,1,0.333333333333333,0.4,0.6,0.5,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0
"MARD_SAMN02745681_REFG_MMP02745681","MARD_SAMN02745681_REFG_MMP02745681",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0.333333333333333,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1
"MARD_SAMN05421874_REFG_MMP05421874","MARD_SAMN05421874_REFG_MMP05421874",1,0,1,1,1,1,0.6,0.2,0,0.333333333333333,1,0,0.5,1,0,0,1,1,0,0,0,1,1,0,1,0.333333333333333,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
"TARA_SAMEA4398111_METAG_GFHMNJCF","TARA_SAMEA4398111_METAG_GFHMNJCF",1,0,1,0,1,1,0.4,0.2,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
"TARA_SAMEA4398027_METAG_FDKLNHGC","TARA_SAMEA4398027_METAG_FDKLNHGC",1,0,1,0,1,1,0.4,0.2,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
"TARA_SAMEA4398168_METAG_NGBJHDBI","TARA_SAMEA4398168_METAG_NGBJHDBI",1,0,1,0,1,1,0.4,0.2,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
"TARA_SAMEA4397023_METAG_OPBOBABD","TARA_SAMEA4397023_METAG_OPBOBABD",1,0,1,0,1,1,0.4,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
"TARA_SAMEA4398387_METAG_OKGACJPI","TARA_SAMEA4398387_METAG_OKGACJPI",1,0,1,0,1,1,1,0.4,0.5,0.333333333333333,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1
"TARA_SAMEA4397051_METAG_PCLNEFKO","TARA_SAMEA4397051_METAG_PCLNEFKO",1,0,1,0,1,1,0.4,0.2,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
"TARA_SAMEA2620666_METAG_OJMAHLBC","TARA_SAMEA2620666_METAG_OJMAHLBC",1,1,1,1,1,1,1,0.6,0,0.666666666666667,0,0,0.5,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
"MALA_SAMN05422140_METAG_LOIBJDFA","MALA_SAMN05422140_METAG_LOIBJDFA",1,0,1,0,1,1,0.8,0.2,0,0.333333333333333,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
"MARD_SAMN08794446_REFG_MMP08794446","MARD_SAMN08794446_REFG_MMP08794446",1,1,1,1,1,1,1,1,0.5,0.333333333333333,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1
"MARD_SAMN08886605_SAGS_MMP08886605","MARD_SAMN08886605_SAGS_MMP08886605",1,0,1,0,1,0.333333333333333,0.8,0.4,0,0.666666666666667,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"MARD_SAMN04965936_REFG_MMP04965936","MARD_SAMN04965936_REFG_MMP04965936",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1
"MARD_SAMN02436137_REFG_MMP02436137","MARD_SAMN02436137_REFG_MMP02436137",1,0,1,0,1,1,1,0.2,0,0.666666666666667,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1
"MARD_SAMN02436225_REFG_MMP02436225","MARD_SAMN02436225_REFG_MMP02436225",1,0,1,0,1,1,0.4,0.2,0,0.333333333333333,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
"MARD_SAMEA104692609_REFG_MMP104692609","MARD_SAMEA104692609_REFG_MMP104692609",1,0,1,0,1,1,0.6,0.2,0,0.333333333333333,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
"MARD_SAMN05421511_REFG_MMP05421511","MARD_SAMN05421511_REFG_MMP05421511",1,0,1,1,1,1,1,0.2,0,0.333333333333333,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1
"MARD_SAMN09989089_REFG_MMP09989089","MARD_SAMN09989089_REFG_MMP09989089",1,1,1,1,1,1,0.4,0.2,0,0.666666666666667,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"MARD_SAMN08918503_REFG_MMP08918503","MARD_SAMN08918503_REFG_MMP08918503",1,0,1,0,1,1,0.4,0.2,0,0.666666666666667,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
"MARD_SAMN02745781_REFG_MMP02745781","MARD_SAMN02745781_REFG_MMP02745781",1,0,1,1,1,0.666666666666667,0.6,0.4,0.5,0.333333333333333,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0
"MARD_SAMN05444141_REFG_MMP05444141","MARD_SAMN05444141_REFG_MMP05444141",1,0,1,0,1,1,0.6,0.2,0,0.333333333333333,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1
"MARD_SAMN05444484_REFG_MMP05444484","MARD_SAMN05444484_REFG_MMP05444484",1,0,1,1,1,1,0.5,0.2,0,0.666666666666667,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
"MARD_SAMN09522150_REFG_MMP09522150","MARD_SAMN09522150_REFG_MMP09522150",1,0,1,0,1,1,0.8,0.2,0,0.666666666666667,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1
"MARD_SAMN05444365_REFG_MMP05444365","MARD_SAMN05444365_REFG_MMP05444365",1,1,1,1,1,1,0.6,0,0,0.333333333333333,1,0,0.5,0,0,0,1,1,0,1,0,1,1,0,1,0.666666666666667,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1
"MARD_SAMN08568348_REFG_MMP08568348","MARD_SAMN08568348_REFG_MMP08568348",1,0,1,1,1,0.333333333333333,1,1,0.5,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0.333333333333333,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0
"TARA_SAMEA4396941_METAG_AOBPNINP","TARA_SAMEA4396941_METAG_AOBPNINP",1,0,1,0,1,1,1,0.2,0,0.666666666666667,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0.333333333333333,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1
"TARA_SAMEA4397666_METAG_MHPADDOO","TARA_SAMEA4397666_METAG_MHPADDOO",1,0,1,0,1,1,1,0.2,0,0.666666666666667,1,0,0.5,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1
"TARA_SAMEA4397586_METAG_OLNPJHKL","TARA_SAMEA4397586_METAG_OLNPJHKL",1,0,1,0,1,1,0.6,0,0,0.666666666666667,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1
"TARA_SAMEA4397920_METAG_NHFLOOAL","TARA_SAMEA4397920_METAG_NHFLOOAL",1,0,1,0,1,1,1,0.2,0,0.666666666666667,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1
"TARA_SAMEA4397118_METAG_AANKMKOK","TARA_SAMEA4397118_METAG_AANKMKOK",1,0,1,0,1,1,0.6,0.2,0,0.333333333333333,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1
"TARA_SAMEA2622801_METAG_JBCDELJO","TARA_SAMEA2622801_METAG_JBCDELJO",1,0,1,0,1,1,1,0.2,0,0.666666666666667,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1
"TARA_SAMEA2623135_METAG_GANIGMCO","TARA_SAMEA2623135_METAG_GANIGMCO",1,0,1,0,1,1,1,0.75,0,0.333333333333333,0,0,0.5,0,1,0,1,0,0,1,1,0,1,0,1,0.333333333333333,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
"TARA_SAMEA2621779_METAG_BFIFFBPD","TARA_SAMEA2621779_METAG_BFIFFBPD",1,0,1,0,1,1,1,0.25,0,0.333333333333333,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
"TARA_SAMEA2621812_METAG_MOHOOAMM","TARA_SAMEA2621812_METAG_MOHOOAMM",1,0,1,0,1,0.333333333333333,1,0.4,0,0.666666666666667,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
"MALA_SAMN05422140_METAG_JIDOJPBB","MALA_SAMN05422140_METAG_JIDOJPBB",1,0,1,0,1,1,0.4,0.2,0,0.666666666666667,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
"TARA_SAMN05326645_METAG_PSE00010","TARA_SAMN05326645_METAG_PSE00010",1,0,1,0,1,1,1,0.2,0,0.333333333333333,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1
"TARA_SAMN05326646_METAG_PSW00020","TARA_SAMN05326646_METAG_PSW00020",1,0,1,0,1,1,1,0.2,0,0.666666666666667,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1
"MARD_SAMN09245781_REFG_MMP09245781","MARD_SAMN09245781_REFG_MMP09245781",1,0,1,0,1,1,0.4,0,0,0.666666666666667,1,0,0.5,0,0,0,1,0,0,1,0,1,1,0,1,0.333333333333333,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1
