"","Step1:K00812","Step1:K00813","Step1:K11358","Step1:K14454","Step1:K00811","Step1:K14455","Step2:K17950","Step3:K05884","Step4:K16845","Step4:K16846"
"MARD_SAMEA4520411_REFG_MMP4520411",0,1,0,0,0,0,0,0,0,0
"MARD_SAMEA4520413_REFG_MMP4520413",0,1,0,0,0,0,0,0,0,0
"MARD_SAMEA4520414_REFG_MMP4520414",0,1,0,0,0,0,0,0,0,0
"MARD_SAMEA4520415_REFG_MMP4520415",0,1,0,0,0,0,0,0,0,0
"MARD_SAMEA4520416_REFG_MMP4520416",0,1,0,0,0,0,0,0,0,0
"MARD_SAMEA4520417_REFG_MMP4520417",0,1,0,0,0,0,0,0,0,0
"MARD_SAMN02927921_REFG_MMP02927921",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN04488092_REFG_MMP04488092",1,1,0,0,0,0,0,0,0,0
"MARD_SAMN04488125_REFG_MMP04488125",1,0,0,0,0,0,1,0,0,0
"MARD_SAMN05421798_REFG_MMP05421798",1,0,0,0,0,0,0,0,0,0
"MARD_SAMD00025187_REFG_MMP00025187",0,1,0,0,0,0,0,0,0,0
"MARD_SAMEA3492688_REFG_MMP3492688",1,0,0,0,0,0,0,0,0,0
"MARD_SAMEA3528420_REFG_MMP3528420",1,1,0,0,0,0,0,0,0,0
"MARD_SAMN04487931_REFG_MMP04487931",0,0,1,0,0,0,0,0,0,0
"MARD_SAMN04488105_REFG_MMP04488105",1,1,0,0,0,0,0,0,1,1
"MARD_SAMN08028457_REFG_MMP08028457",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN08295361_REFG_MMP08295361",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN09433089_REFG_MMP09433089",0,0,1,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_MJIEMEAA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397174_METAG_GINJNJCP",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397174_METAG_MGPGDCBD",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620039_METAG_CCAPJDHN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397295_METAG_PBBIIDLA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397363_METAG_PBPMNFIH",1,0,0,0,0,0,0,1,0,0
"TARA_SAMEA4397409_METAG_FMHAPBDF",1,0,0,0,0,0,1,0,0,0
"TARA_SAMEA4396515_METAG_IJHFFIED",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396515_METAG_LHKCPCKJ",1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2623403_METAG_HIFICGCL",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623403_METAG_MFMFELKN",1,1,0,0,0,0,1,0,0,0
"TARA_SAMEA4398027_METAG_AOHLBNMG",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622517_METAG_NJDIAMMF",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2621101_METAG_KHHLCHNL",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620925_METAG_LACPPFDI",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4398238_METAG_KPHFHLOE",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4398238_METAG_PDLBAELO",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397023_METAG_GNKOCKOD",1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA4398387_METAG_LABGGNAJ",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4398387_METAG_FIKBKBJM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397536_METAG_MBMFBPNN",1,0,0,0,0,0,1,0,0,0
"TARA_SAMEA2622765_METAG_MHBAPCGP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621099_METAG_BFJFPEMJ",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622685_METAG_CBBIEAPL",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4398360_METAG_HILDAENI",1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA4398432_METAG_GFLEHPMN",0,0,0,0,0,0,0,0,1,1
"TARA_SAMEA4397330_METAG_IIKHBEIA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397330_METAG_AJIEMPFL",1,0,0,0,0,0,1,0,0,0
"TARA_SAMEA4397586_METAG_KPHCJDEI",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397586_METAG_FEGGIBBE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397586_METAG_PDHHONHK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622696_METAG_PAAHHAHJ",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397489_METAG_JLGMJFPL",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397489_METAG_HFBDHIIA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397489_METAG_MIEMHBCL",1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA4397489_METAG_KFLMDJEI",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397489_METAG_KHFCPKOF",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397489_METAG_JCLJMEBD",1,0,0,0,0,0,1,1,0,0
"TARA_SAMEA2620967_METAG_NCJGICMF",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396988_METAG_PNLKKADL",0,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2621191_METAG_GKKNNIBB",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397445_METAG_NOEMMHCB",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397445_METAG_ENGAADBB",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4398315_METAG_BPOJMCNG",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4398315_METAG_ILCENHEJ",0,0,0,0,0,0,1,0,0,0
"TARA_SAMEA4397118_METAG_EKOAFJME",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397118_METAG_KDDGJDGN",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2621300_METAG_EKFPEFJE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397859_METAG_GLPLBGPK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619677_METAG_CHAHPNEN",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397215_METAG_GIHILDFN",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397215_METAG_IFBFPIAA",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2621247_METAG_OMELJKJA",1,1,0,0,0,0,1,0,0,0
"TARA_SAMEA2621247_METAG_ILHOMMDB",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623907_METAG_FJIGGKKP",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623446_METAG_CAGACCPM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2591098_METAG_EJOBFJID",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622796_METAG_OHBOBOCA",1,0,0,0,0,0,1,0,1,1
"TARA_SAMEA2621092_METAG_PJABGEBM",1,1,0,0,0,0,1,0,0,0
"TARA_SAMEA2619782_METAG_OHIHNNLJ",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396496_METAG_ILGMJFMP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397983_METAG_JCMDONEC",1,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136483_METAG_CEMEACFK",1,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136945_METAG_HMPKJKPH",1,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136900_METAG_NDDKEADO",0,0,0,0,0,0,0,0,0,0
"MALA_SAMN05422136_METAG_DBKFPAHM",1,0,0,0,0,0,0,0,0,0
"MALA_SAMN05422140_METAG_DOCADGDO",1,0,0,0,0,0,0,0,0,0
"MALA_SAMN05422104_METAG_HGLFHJJK",1,0,0,0,0,0,0,0,0,0
"MALA_SAMN05422149_METAG_CFOFNMIM",1,0,0,0,0,0,0,0,0,0
"MALA_SAMN05422195_METAG_GOAGNGHJ",1,0,0,0,0,0,0,0,0,0
"MALA_SAMN05422133_METAG_LICJKDFC",1,0,0,0,0,0,0,0,0,0
"MALA_SAMN05422133_METAG_KFHCJPLA",1,1,0,0,0,0,0,0,1,1
"MALA_SAMN05422120_METAG_IFLJGABO",1,0,0,0,0,0,0,0,0,0
"MALA_SAMN05422108_METAG_GKBEANEL",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN08131153_REFG_MMP08131153",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN09228017_REFG_MMP09228017",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN08122818_REFG_MMP08122818",0,1,0,0,0,0,0,0,0,0
"MARD_SAMN08886580_SAGS_MMP08886580",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN08886601_SAGS_MMP08886601",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN08886606_SAGS_MMP08886606",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN09509804_REFG_MMP09509804",0,1,0,0,0,0,0,0,0,0
"MARD_SAMN03080615_REFG_MMP03080615",1,1,0,0,0,0,0,0,0,0
"MARD_SAMN04390147_REFG_MMP04390147",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN04589240_REFG_MMP04589240",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN05526266_REFG_MMP05526266",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN05660649_REFG_MMP05660649",1,0,1,0,0,0,0,1,1,1
"MARD_SAMD00036655_REFG_MMP00036655",0,1,0,0,0,0,0,0,0,0
"MARD_SAMD00036665_REFG_MMP00036665",1,0,0,0,0,0,0,0,0,0
"MARD_SAMD00000021_REFG_MMP00000021",1,0,0,0,0,0,0,0,0,0
"MARD_SAMD00028746_REFG_MMP00028746",1,0,0,0,0,0,0,1,0,0
"MARD_SAMD00041797_REFG_MMP00041797",0,1,0,0,0,0,0,0,0,0
"MARD_SAMN02436084_REFG_MMP02436084",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02436085_REFG_MMP02436085",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02436120_REFG_MMP02436120",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN05418059_REFG_MMP05418059",0,1,0,0,0,0,0,0,0,0
"MARD_SAMN07620991_REFG_MMP07620991",1,1,0,0,0,0,0,0,0,0
"MARD_SAMN10134657_REFG_MMP10134657",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN10134659_REFG_MMP10134659",1,0,0,0,0,0,0,0,0,0
"MARD_SAMEA4707919_REFG_MMP4707919",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02927974_REFG_MMP02927974",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN09437379_REFG_MMP09437379",0,1,0,0,0,0,0,0,0,0
"MARD_SAMN09522133_REFG_MMP09522133",1,1,0,0,0,0,1,0,0,0
"MARD_SAMN09637346_REFG_MMP09637346",0,1,0,0,0,0,0,0,0,0
"MARD_SAMN09759695_REFG_MMP09759695",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN10231401_REFG_MMP10231401",1,0,0,0,0,0,1,0,0,0
"MARD_SAMN10285739_REFG_MMP10285739",1,0,0,0,0,0,0,0,0,0
"MARD_SAMEA4520410_REFG_MMP4520410",0,1,0,0,0,0,0,0,0,0
"MARD_SAMEA4520412_REFG_MMP4520412",0,1,0,0,0,0,0,0,0,0
"MARD_SAMN05216258_REFG_MMP05216258",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN05216264_REFG_MMP05216264",0,1,0,0,0,0,0,0,0,0
"MARD_SAMN05444398_REFG_MMP05444398",1,0,0,0,0,0,1,0,0,0
"MARD_SAMN05444414_REFG_MMP05444414",1,1,0,0,0,0,1,0,0,0
"MARD_SAMEA3539551_REFG_MMP3539551",1,1,0,0,0,0,1,0,0,0
"MARD_SAMEA3542132_REFG_MMP3542132",1,1,1,0,0,0,0,0,0,0
"MARD_SAMN02261338_REFG_MMP02261338",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02470761_REFG_MMP02470761",0,0,0,0,0,0,0,0,0,0
"MARD_SAMEA4707920_REFG_MMP4707920",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN09508687_REFG_MMP09508687",1,0,0,0,0,0,1,0,0,0
"MARD_SAMN09580375_REFG_MMP09580375",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN04487910_REFG_MMP04487910",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN04488026_REFG_MMP04488026",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN04488238_REFG_MMP04488238",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN04488360_REFG_MMP04488360",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN05418166_REFG_MMP05418166",0,1,0,0,0,0,1,0,1,1
"MARD_SAMN05444007_REFG_MMP05444007",1,1,0,0,0,0,1,0,0,0
"MARD_SAMN05444413_REFG_MMP05444413",1,1,0,0,0,0,0,0,0,0
"MARD_SAMN05582966_REFG_MMP05582966",1,1,0,0,0,0,0,0,0,0
"MARD_SAMN08470889_REFG_MMP08470889",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN09388146_REFG_MMP09388146",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN09469620_REFG_MMP09469620",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN06133340_REFG_MMP06133340",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2621033_METAG_BDPDKECI",1,1,0,0,0,0,1,0,0,0
"TARA_SAMEA4396941_METAG_KLBPAJAD",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_FIKOMDNM",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_NMOKIAAF",1,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_FFMEDCBF",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_JJKLBFKP",1,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_FLOPKAHB",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_IEKADHHE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_JNFLMIMJ",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396941_METAG_KHPFJDKB",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397174_METAG_IGCEIJFB",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397174_METAG_HFHLPNOL",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397174_METAG_PAOCLOOI",1,0,0,0,0,0,1,0,0,0
"TARA_SAMEA4397174_METAG_OLMHMLCA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397174_METAG_ILOADGDN",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397174_METAG_BMIOLAFD",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397815_METAG_MGOOMLHG",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397815_METAG_KGKDLCCI",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396489_METAG_JENLENIG",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396489_METAG_PJHDHIHO",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396489_METAG_OFBBDPAO",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397295_METAG_BNIBEGDP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397295_METAG_PNLAEKMH",1,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397295_METAG_NOICPOFE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397295_METAG_NPECDEII",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397295_METAG_IEPIMNLC",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397363_METAG_IPJBEJHI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397363_METAG_PEIHIEPH",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397363_METAG_OEELJFIL",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397363_METAG_MIGAGBNJ",1,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2621107_METAG_ANNENPFL",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397627_METAG_PFAFHOHC",1,1,0,0,0,0,1,0,0,0
"TARA_SAMEA4396515_METAG_JGLJJOND",1,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2619815_METAG_OGNGPHHE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623403_METAG_BFAIBJBD",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4398111_METAG_LCAKNCPF",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4398193_METAG_HLBDJCNA",0,0,0,0,0,0,1,0,0,0
"TARA_SAMEA4398083_METAG_EIBFECHC",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4398027_METAG_PLPCHCNP",1,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2621416_METAG_PLGBNMDK",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2621101_METAG_PFIFDIHB",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4398168_METAG_EEEDAEIF",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397023_METAG_GPOLAJDG",1,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2622800_METAG_CFACIDDL",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4398387_METAG_ILGDMCFO",1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA4398387_METAG_FCMGMIMP",1,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2622677_METAG_KBPPAGFB",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397536_METAG_NIDGFOMJ",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397536_METAG_PPMBDFND",1,0,0,0,0,0,0,0,1,1
"TARA_SAMEA2620227_METAG_PDPEFNBK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620980_METAG_HLDEJBHE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397948_METAG_CJELGJCM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621099_METAG_CCIALLMF",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2620991_METAG_NCKFGONK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4398360_METAG_GLLKEDJF",1,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4398360_METAG_BPNDFBAG",0,0,0,0,0,0,1,0,0,0
"TARA_SAMEA4398266_METAG_CIJKCIBB",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397330_METAG_GENHDNHJ",1,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397586_METAG_HMEMIMBJ",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621564_METAG_PJFFNECB",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397489_METAG_EMMCHIIM",1,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397489_METAG_PKJFCHJO",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397489_METAG_GPBOHONC",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619854_METAG_DHKPDHFL",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619903_METAG_DMIKMCEE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621528_METAG_LMPJOJBM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396988_METAG_FOHKGEEE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4396988_METAG_AFDCNOCA",1,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397445_METAG_OOOMKIEM",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397445_METAG_JNHKOBNB",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4398315_METAG_ODIMHKIJ",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397920_METAG_DFCHONMJ",1,0,0,0,0,0,1,0,0,0
"TARA_SAMEA4397920_METAG_NBNHFLOD",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622716_METAG_KPOBLLMP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622823_METAG_EBPOBCBI",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397118_METAG_BEODKAND",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397118_METAG_MADEPHFA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397118_METAG_JPPFBIOG",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397118_METAG_KICMDCJG",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623327_METAG_HEEMADEL",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2623327_METAG_HPJGDEEI",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621300_METAG_DLFIIANO",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2621300_METAG_FEKOJAOK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397255_METAG_EGAAMBHP",1,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4397255_METAG_LHBNFFOA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397255_METAG_NDCCPDEP",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA4398001_METAG_MAGPKEIF",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619791_METAG_PDHHDEMN",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622212_METAG_LNAPEFEO",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621242_METAG_FGOJGGEL",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2621242_METAG_JDPCKNJD",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397747_METAG_FMCKKMMP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621010_METAG_HIIFMGJH",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621204_METAG_IHADJLAL",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397215_METAG_GAAAIJJK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397215_METAG_CLAGOLLK",1,0,0,0,0,0,1,0,0,0
"TARA_SAMEA4397215_METAG_ILCOPCBG",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA4397215_METAG_MECMFAKA",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2622678_METAG_IGPHDBBK",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2621247_METAG_NOOBCFIB",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621045_METAG_BFFIBILI",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2620035_METAG_IGCCHELG",1,0,0,0,0,0,0,1,0,0
"TARA_SAMEA2621859_METAG_LMMJEOCK",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2619907_METAG_JNGKLHKE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623513_METAG_KKMAEAIE",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622149_METAG_NDLLFMCI",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622710_METAG_FHOBMPIE",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2623390_METAG_GAKINMBA",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622673_METAG_HGKFMICN",0,1,0,0,0,0,1,0,1,1
"TARA_SAMEA2621551_METAG_PDBJEGFH",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2621092_METAG_KFIBCKLI",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621092_METAG_PINFDOMM",0,1,0,0,0,0,0,0,0,0
"TARA_SAMEA2623314_METAG_KAPLAEKP",1,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2622652_METAG_IDAOBJKO",0,0,0,0,0,0,0,0,0,0
"TARA_SAMEA2621839_METAG_APLAGKHB",1,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136947_METAG_PNJGMBLN",1,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136632_METAG_OCIPKBPN",1,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136948_METAG_JCDFMAKF",0,0,0,0,0,0,0,0,0,0
"BGEO_SAMN07136489_METAG_IFLGICPE",1,0,0,0,0,0,0,0,0,0
"MALA_SAMN05422226_METAG_EJEPAIKM",0,0,0,0,0,0,0,0,0,0
"MALA_SAMN05422120_METAG_OJHGHPEI",1,0,0,0,0,0,0,0,0,0
"MALA_SAMN05421555_METAG_CLKOJKMO",1,0,0,0,0,0,0,0,0,0
"TARA_SAMN05326644_METAG_PON00006",0,0,0,0,0,0,0,0,0,0
"TARA_SAMN05326646_METAG_PSW00030",1,0,0,0,0,0,0,0,0,0
"TARA_SAMN05326648_METAG_IOS00023",1,0,0,0,0,0,0,0,0,0
"TARA_SAMN05326641_METAG_ANW00004",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN08886391_SAGS_MMP08886391",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN08886392_SAGS_MMP08886392",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN08886542_SAGS_MMP08886542",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN08886552_SAGS_MMP08886552",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN08730821_REFG_MMP08730821",1,0,0,0,0,0,0,0,1,1
"MARD_SAMN08149906_REFG_MMP08149906",0,1,0,0,0,0,0,0,0,0
"MARD_SAMN08886617_SAGS_MMP08886617",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN08886630_SAGS_MMP08886630",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN08886661_SAGS_MMP08886661",0,0,0,0,0,0,0,0,0,0
"MARD_SAMN09425313_REFG_MMP09425313",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN02745220_REFG_MMP02745220",0,1,1,0,0,0,0,0,0,0
"MARD_SAMN04508135_REFG_MMP04508135",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN04965933_REFG_MMP04965933",1,1,0,0,0,0,1,0,0,0
"MARD_SAMN05001254_REFG_MMP05001254",1,0,0,0,0,0,0,0,0,0
"MARD_SAMN05214263_REFG_MMP05214263",1,1,0,0,0,0,1,0,0,0
"MARD_SAMN05589748_REFG_MMP05589748",0,1,0,0,0,0,0,0,0,0
"MARD_SAMN05928563_REFG_MMP05928563",1,0,0,0,0,0,1,0,0,0
"MARD_SAMD00000377_REFG_MMP00000377",0,0,0,0,0,0,0,0,0,0
"MARD_SAMEA2593984_REFG_MMP2593984",0,1,0,0,0,0,0,0,0,0
"MARD_SAMEA2593998_REFG_MMP2593998",0,1,0,0,0,0,0,0,0,0
"MARD_SAMEA2593999_REFG_MMP2593999",0,1,0,0,0,0,0,0,0,0
"MARD_SAMEA2594000_REFG_MMP2594000",0,1,0,0,0,0,0,0,0,0
"MARD_SAMEA2594003_REFG_MMP2594003",0,1,0,0,0,0,0,0,0,0
"MARD_SAMEA2594035_REFG_MMP2594035",0,1,0,0,0,0,0,0,0,0
"MARD_SAMD00018367_REFG_MMP00018367",0,1,0,0,0,0,0,0,0,0
"MARD_SAMD00019140_REFG_MMP00019140",0,1,0,0,0,0,0,0,0,0
"MARD_SAMD00035723_REFG_MMP00035723",0,1,0,0,0,0,0,0,0,0
"MARD_SAMEA2272788_REFG_MMP2272788",1,0,0,0,0,0,0,0,0,0
